dat;n;p;M_max;Q;Overflow penalty;Time;Obj;GAP;Overflow;Dist;Route Time;% Collected;Avg Visit;Route;Nodes
abs1n50,dat;49;5;2;749;50;3600,01;9818,127;10,15%;6;9518,13;[[0, 4,0], [3,69, 3,84], [3,49, 3,7], [3,41, 0], [0, 0]];71,47%;1,88;[[[0, 42, 31, 11, 34, 38, 32, 1, 48, 10, 29, 40, 45, 14, 35, 44, 24, 17, 50, 0]], [[0, 19, 49, 9, 25, 37, 8, 42, 36, 28, 31, 45, 30, 2, 46, 13, 44, 35, 50, 0], [0, 47, 18, 33, 7, 1, 48, 39, 10, 12, 16, 43, 23, 20, 22, 50, 0]], [[0, 19, 49, 9, 25, 8, 45, 14, 35, 41, 22, 21, 20, 4, 15, 27, 50, 0], [0, 18, 36, 26, 31, 11, 34, 38, 32, 3, 40, 29, 6, 12, 5, 17, 50, 0]], [[0, 47, 33, 42, 36, 7, 1, 48, 39, 10, 46, 30, 44, 24, 23, 50, 0]], []];55441
abs1n50,dat;49;5;2;749;30;3600,02;9633,27;11,30%;15;9183,27;[[3,4, 0], [3,65, 3,97], [3,33, 3,97], [3,38, 0], [0, 0]];69,98%;1,88;[[[0, 47, 33, 42, 36, 31, 11, 32, 1, 48, 10, 29, 40, 30, 44, 35, 50, 0]], [[0, 19, 49, 9, 25, 37, 35, 14, 45, 2, 46, 13, 44, 43, 23, 20, 22, 50, 0], [0, 18, 36, 31, 28, 7, 11, 34, 38, 48, 39, 6, 12, 16, 5, 17, 50, 0]], [[0, 47, 33, 42, 36, 31, 26, 9, 25, 22, 21, 20, 4, 23, 15, 27, 50, 0], [0, 19, 49, 8, 41, 35, 14, 45, 3, 1, 32, 34, 48, 10, 29, 40, 46, 30, 44, 24, 50, 0]], [[0, 18, 42, 36, 7, 11, 1, 39, 10, 6, 12, 17, 44, 50, 0]], []];44135
abs1n50,dat;49;5;2;749;10;3600,01;8475,17;11,42%;77;7705,17;[[3,58, 0], [3,43, 3,87], [3,89, 3,98], [0, 0], [0, 0]];69,93%;1,67;[[[0, 47, 33, 42, 36, 7, 11, 34, 38, 32, 1, 48, 39, 10, 29, 5, 17, 50, 0]], [[0, 18, 36, 28, 31, 14, 45, 3, 48, 40, 46, 2, 30, 35, 50, 0], [0, 19, 49, 9, 25, 37, 22, 21, 20, 23, 43, 16, 12, 6, 13, 44, 50, 0]], [[0, 19, 49, 9, 25, 8, 42, 26, 31, 45, 14, 35, 41, 22, 20, 4, 23, 15, 27, 50, 0], [0, 47, 18, 33, 36, 7, 11, 34, 38, 32, 1, 48, 39, 10, 29, 40, 46, 30, 44, 24, 17, 50, 0]], [], []];39799
abs2n50,dat;49;5;1;1503;50;2330,21;35328,412;0,00%;576;6528,41;[[3,98], [3,84], [3,62], [3,25], [0]];78,55%;1,43;[[[0, 19, 27, 15, 14, 45, 3, 8, 2, 46, 40, 20, 10, 4, 43, 23, 48, 16, 12, 50, 0]], [[0, 7, 9, 47, 24, 18, 44, 25, 33, 11, 13, 5, 1, 22, 42, 32, 36, 38, 28, 6, 31, 26, 50, 0]], [[0, 19, 27, 15, 14, 49, 30, 2, 8, 46, 40, 20, 29, 10, 4, 39, 43, 48, 12, 50, 0]], [[0, 7, 47, 24, 18, 44, 11, 33, 22, 42, 28, 6, 31, 26, 50, 0]], []];89472
abs2n50,dat;49;5;1;1503;30;1979,42;23808,413;0,00%;576;6528,41;[[3,98], [3,84], [3,62], [3,25], [0]];78,55%;1,43;[[[0, 19, 27, 15, 14, 45, 3, 8, 2, 46, 40, 20, 10, 4, 43, 23, 48, 16, 12, 50, 0]], [[0, 7, 9, 47, 24, 18, 44, 25, 33, 11, 13, 5, 1, 22, 42, 32, 36, 38, 28, 6, 31, 26, 50, 0]], [[0, 19, 27, 15, 14, 49, 30, 2, 8, 46, 40, 20, 29, 10, 4, 39, 43, 48, 12, 50, 0]], [[0, 7, 47, 24, 18, 44, 11, 33, 22, 42, 28, 6, 31, 26, 50, 0]], []];72442
abs2n50,dat;49;5;1;1503;10;2338,14;12288,412;0,00%;576;6528,41;[[3,98], [3,84], [3,62], [3,25], [0]];78,55%;1,43;[[[0, 19, 27, 15, 14, 45, 3, 8, 2, 46, 40, 20, 10, 4, 43, 23, 48, 16, 12, 50, 0]], [[0, 7, 9, 47, 24, 18, 44, 25, 33, 11, 13, 5, 1, 22, 42, 32, 36, 38, 28, 6, 31, 26, 50, 0]], [[0, 19, 27, 15, 14, 49, 30, 2, 8, 46, 40, 20, 29, 10, 4, 39, 43, 48, 12, 50, 0]], [[0, 7, 47, 24, 18, 44, 11, 33, 22, 42, 28, 6, 31, 26, 50, 0]], []];98957
abs2n50,dat;49;5;2;752;50;3600,01;10952,544;6,48%;18;10052,54;[[3,85, 0], [3,27, 3,23], [3,35, 3,69], [0, 3,97], [0, 0]];71,51%;1,9;[[[0, 18, 44, 11, 32, 36, 42, 22, 3, 2, 46, 40, 20, 10, 4, 43, 23, 48, 50, 0]], [[0, 7, 9, 18, 47, 24, 33, 13, 37, 34, 41, 35, 38, 28, 31, 26, 50, 0], [0, 19, 27, 15, 14, 45, 49, 8, 21, 16, 48, 12, 50, 0]], [[0, 15, 14, 30, 2, 8, 46, 40, 20, 29, 10, 4, 39, 43, 23, 48, 12, 50, 0], [0, 9, 18, 47, 24, 25, 44, 11, 33, 17, 3, 22, 1, 5, 32, 42, 36, 6, 31, 26, 50, 0]], [[0, 7, 47, 18, 24, 33, 19, 27, 15, 45, 3, 22, 42, 41, 28, 26, 50, 0]], []];59580
abs2n50,dat;49;5;2;752;30;3600,01;10324,767;6,22%;14;9904,77;[[0, 3,97], [3,96, 3,32], [3,55, 0], [2,89, 3,67], [0, 0]];73,49%;1,94;[[[0, 18, 44, 11, 5, 32, 36, 42, 22, 3, 45, 49, 2, 46, 10, 23, 48, 12, 50, 0]], [[0, 19, 27, 15, 45, 14, 30, 2, 8, 21, 40, 20, 29, 10, 4, 39, 43, 48, 16, 50, 0], [0, 7, 9, 18, 47, 24, 33, 13, 37, 34, 41, 35, 38, 28, 6, 31, 26, 50, 0]], [[0, 9, 18, 47, 24, 25, 44, 11, 33, 17, 3, 1, 22, 42, 32, 36, 26, 31, 12, 50, 0]], [[0, 7, 47, 18, 24, 33, 5, 42, 41, 28, 6, 26, 50, 0], [0, 19, 27, 15, 14, 45, 49, 2, 8, 46, 40, 20, 4, 10, 23, 48, 50, 0]], []];48683
abs2n50,dat;49;5;2;752;10;3600,01;9175,749;4,86%;124;7935,75;[[3,67, 0], [3,23, 3,28], [3,75, 3,63], [0, 0], [0, 0]];70,83%;1,65;[[[0, 47, 24, 33, 5, 32, 36, 42, 22, 3, 21, 20, 10, 4, 43, 23, 48, 12, 50, 0]], [[0, 7, 9, 18, 44, 11, 13, 37, 34, 41, 35, 38, 28, 31, 26, 50, 0], [0, 19, 27, 15, 45, 14, 30, 2, 8, 46, 40, 16, 50, 0]], [[0, 7, 9, 18, 47, 24, 25, 44, 11, 33, 17, 3, 1, 22, 42, 32, 36, 28, 6, 31, 26, 50, 0], [0, 19, 27, 15, 14, 45, 49, 2, 8, 46, 40, 20, 29, 10, 4, 39, 43, 23, 48, 12, 50, 0]], [], []];76032
abs3n50,dat;49;5;1;1526;50;3600,01;25883,791;14,43%;395;6133,79;[[3,93], [3,99], [3,84], [3,58], [0]];77,40%;1,55;[[[0, 2, 42, 44, 13, 19, 25, 43, 1, 35, 15, 16, 21, 10, 48, 45, 14, 40, 28, 18, 50, 0]], [[0, 22, 17, 11, 36, 47, 46, 9, 31, 35, 27, 32, 33, 8, 38, 10, 12, 48, 45, 34, 7, 49, 50, 0]], [[0, 2, 42, 30, 44, 20, 3, 13, 19, 4, 25, 43, 23, 1, 26, 41, 9, 47, 28, 40, 18, 50, 0]], [[0, 22, 11, 36, 46, 31, 35, 15, 16, 33, 8, 10, 48, 45, 7, 49, 18, 50, 0]], []];118401
abs3n50,dat;49;5;1;1526;30;3600,01;17690,272;6,61%;380;6290,27;[[4,0], [3,99], [3,83], [3,38], [0]];77,94%;1,53;[[[0, 2, 42, 44, 20, 3, 19, 25, 43, 23, 1, 35, 15, 16, 21, 10, 12, 48, 45, 40, 18, 50, 0]], [[0, 22, 17, 11, 36, 46, 47, 28, 9, 31, 35, 27, 32, 33, 14, 38, 48, 45, 34, 7, 49, 50, 0]], [[0, 2, 30, 42, 9, 41, 26, 1, 43, 25, 4, 6, 24, 37, 21, 10, 29, 8, 33, 40, 18, 50, 0]], [[0, 22, 11, 36, 46, 47, 28, 31, 35, 15, 16, 12, 48, 45, 7, 49, 50, 0]], []];151653
abs3n50,dat;49;5;1;1526;10;3600,01;9978,791;6,13%;409;5888,79;[[3,95], [3,73], [3,81], [3,35], [0]];77,30%;1,53;[[[0, 22, 17, 11, 2, 42, 44, 20, 13, 19, 25, 43, 23, 1, 31, 35, 15, 16, 29, 28, 40, 18, 50, 0]], [[0, 36, 47, 46, 9, 31, 35, 27, 32, 33, 8, 14, 38, 10, 12, 48, 45, 34, 7, 49, 50, 0]], [[0, 22, 17, 11, 2, 42, 30, 44, 20, 3, 19, 4, 25, 43, 23, 1, 26, 41, 9, 28, 40, 18, 50, 0]], [[0, 36, 46, 47, 31, 35, 15, 16, 29, 10, 39, 48, 45, 7, 49, 50, 0]], []];139052
abs3n50,dat;49;5;2;763;50;3600,01;8403,528;1,23%;6;8103,53;[[0, 3,13], [3,87, 3,19], [3,94, 0], [3,53, 1,49], [0, 0]];70,25%;1,94;[[[0, 2, 42, 1, 31, 35, 16, 37, 21, 10, 12, 48, 45, 7, 18, 50, 0]], [[0, 22, 17, 11, 36, 46, 47, 28, 33, 8, 14, 38, 10, 39, 12, 48, 45, 34, 7, 5, 49, 50, 0], [0, 30, 42, 44, 20, 3, 13, 19, 25, 43, 23, 1, 41, 9, 31, 35, 27, 32, 40, 18, 50, 0]], [[0, 2, 36, 46, 9, 41, 26, 31, 35, 15, 25, 4, 6, 24, 37, 21, 16, 29, 33, 40, 28, 47, 18, 50, 0]], [[0, 42, 44, 20, 19, 23, 1, 32, 33, 8, 10, 48, 45, 14, 7, 49, 50, 0], [0, 22, 17, 11, 47, 18, 50, 0]], []];57791
abs3n50,dat;49;5;2;763;30;3600,01;8250,343;3,43%;16;7770,34;[[0, 2,31], [3,61, 3,75], [3,99, 0], [3,53, 1,27], [0, 0]];74,84%;1,8;[[[0, 22, 17, 11, 2, 42, 1, 35, 31, 40, 18, 50, 0]], [[0, 2, 36, 46, 47, 32, 33, 8, 14, 38, 10, 39, 12, 48, 45, 34, 7, 5, 49, 50, 0], [0, 30, 42, 44, 20, 3, 19, 13, 9, 31, 35, 1, 23, 43, 25, 37, 21, 16, 27, 28, 18, 50, 0]], [[0, 22, 17, 11, 47, 46, 9, 41, 26, 31, 35, 15, 25, 4, 6, 24, 21, 29, 33, 40, 18, 50, 0]], [[0, 42, 44, 20, 19, 23, 1, 32, 33, 8, 10, 48, 45, 14, 7, 49, 50, 0], [0, 2, 36, 47, 28, 18, 50, 0]], []];53490
abs3n50,dat;49;5;2;763;10;3600,01;7448,384;6,22%;91;6538,38;[[1,35, 0], [3,59, 3,69], [3,74, 3,84], [0, 0], [0, 0]];74,58%;1,57;[[[0, 2, 11, 22, 17, 50, 0]], [[0, 30, 42, 44, 20, 3, 13, 19, 25, 43, 23, 1, 9, 31, 35, 27, 32, 40, 18, 50, 0], [0, 36, 46, 47, 28, 33, 16, 21, 10, 38, 14, 48, 45, 34, 7, 5, 49, 50, 0]], [[0, 22, 17, 11, 36, 2, 42, 46, 9, 41, 26, 1, 31, 35, 15, 16, 29, 8, 33, 32, 28, 47, 40, 18, 50, 0], [0, 44, 19, 23, 25, 4, 6, 24, 37, 21, 10, 39, 12, 48, 45, 7, 49, 50, 0]], [], []];42185
abs4n50,dat;49;5;1;1472;50;3600,01;43421,009;24,85%;729;6971,01;[[3,98], [3,99], [3,99], [3,94], [0]];76,68%;1,47;[[[0, 27, 37, 19, 9, 34, 41, 3, 13, 11, 38, 44, 16, 45, 49, 20, 29, 30, 50, 0]], [[0, 15, 21, 5, 40, 14, 32, 47, 45, 36, 33, 48, 28, 23, 6, 43, 31, 39, 8, 10, 26, 2, 50, 0]], [[0, 27, 37, 19, 34, 41, 3, 44, 18, 24, 36, 49, 42, 20, 29, 30, 50, 0]], [[0, 15, 21, 5, 40, 14, 32, 47, 45, 16, 25, 38, 11, 33, 23, 6, 39, 8, 10, 26, 50, 0]], []];133123
abs4n50,dat;49;5;1;1472;30;3600;28049,969;18,85%;711;6719,97;[[4,0], [3,98], [3,94], [3,95], [0]];75,81%;1,39;[[[0, 21, 27, 7, 19, 9, 34, 41, 12, 35, 3, 13, 11, 48, 28, 23, 43, 31, 39, 8, 10, 50, 0]], [[0, 5, 40, 14, 32, 47, 45, 18, 16, 24, 36, 49, 42, 20, 29, 30, 17, 26, 10, 2, 50, 0]], [[0, 15, 21, 27, 7, 19, 34, 41, 3, 33, 23, 6, 43, 39, 8, 4, 50, 0]], [[0, 5, 40, 14, 32, 47, 45, 18, 36, 49, 20, 29, 30, 26, 10, 50, 0]], []];117233
abs4n50,dat;49;5;1;1472;10;3600;13829,344;12,95%;698;6849,34;[[3,97], [3,98], [3,93], [3,93], [0]];76,29%;1,43;[[[0, 5, 40, 14, 32, 47, 45, 16, 38, 3, 35, 13, 48, 28, 23, 43, 31, 39, 8, 10, 26, 50, 0]], [[0, 27, 37, 7, 19, 9, 34, 41, 44, 18, 36, 49, 42, 20, 29, 30, 50, 0]], [[0, 15, 5, 40, 14, 32, 47, 36, 24, 25, 38, 11, 33, 23, 6, 26, 17, 2, 10, 8, 39, 4, 50, 0]], [[0, 27, 7, 19, 9, 34, 41, 44, 18, 16, 36, 49, 20, 29, 30, 50, 0]], []];137466
abs4n50,dat;49;5;2;736;50;3600;10880,19;7,13%;12;10280,19;[[0, 3,64], [3,95, 3,8], [3,96, 2,43], [3,97, 0], [0, 0]];69,70%;1,9;[[[0, 21, 45, 47, 49, 36, 16, 18, 44, 3, 35, 13, 28, 23, 10, 29, 30, 50, 0]], [[0, 5, 46, 1, 22, 20, 40, 14, 32, 45, 36, 25, 38, 33, 23, 6, 26, 17, 2, 50, 0], [0, 27, 37, 7, 19, 9, 34, 41, 12, 35, 3, 13, 48, 43, 31, 39, 8, 50, 0]], [[0, 15, 21, 9, 45, 47, 36, 24, 16, 18, 44, 3, 35, 11, 33, 26, 10, 4, 50, 0], [0, 5, 40, 14, 32, 49, 42, 20, 29, 30, 50, 0]], [[0, 27, 7, 19, 34, 41, 3, 13, 28, 23, 6, 31, 39, 8, 10, 26, 20, 30, 50, 0]], []];63787
abs4n50,dat;49;5;2;736;30;3600,01;10314,517;8,35%;26;9534,52;[[0, 3,11], [3,99, 3,5], [3,95, 2,44], [3,8, 0], [0, 0]];73,12%;1,8;[[[0, 21, 45, 18, 44, 3, 35, 13, 33, 23, 26, 10, 2, 50, 0]], [[0, 27, 37, 7, 19, 9, 34, 41, 12, 35, 3, 13, 48, 28, 23, 43, 31, 39, 8, 10, 50, 0], [0, 5, 40, 14, 32, 47, 45, 16, 25, 38, 36, 49, 42, 20, 29, 30, 50, 0]], [[0, 15, 21, 14, 32, 45, 47, 49, 36, 24, 18, 44, 3, 35, 11, 33, 6, 26, 17, 4, 50, 0], [0, 5, 46, 1, 40, 22, 20, 29, 30, 50, 0]], [[0, 27, 7, 19, 9, 34, 41, 3, 13, 23, 31, 39, 8, 10, 26, 2, 50, 0]], []];63476
abs4n50,dat;49;5;2;736;10;3600,03;9418,666;13,07%;69;8728,67;[[2,45, 0], [3,63, 3,7], [2,69, 3,71], [3,72, 0], [0, 0]];80,70%;1,57;[[[0, 21, 45, 47, 32, 14, 40, 20, 29, 30, 50, 0]], [[0, 5, 42, 49, 36, 16, 25, 38, 11, 13, 48, 28, 23, 43, 31, 39, 8, 10, 2, 50, 0], [0, 27, 37, 7, 19, 9, 34, 41, 12, 35, 3, 33, 26, 17, 50, 0]], [[0, 5, 46, 1, 40, 22, 20, 29, 30, 50, 0], [0, 15, 21, 14, 32, 45, 47, 49, 36, 24, 18, 44, 33, 23, 6, 31, 8, 39, 4, 50, 0]], [[0, 27, 7, 19, 9, 34, 41, 3, 35, 13, 26, 10, 50, 0]], []];51862
abs5n50,dat;49;5;1;1530;50;3600,01;29181,785;26,72%;466;5881,79;[[3,97], [3,9], [3,85], [3,99], [0]];75,56%;1,61;[[[0, 45, 26, 44, 31, 4, 13, 20, 48, 36, 5, 6, 10, 38, 15, 29, 11, 17, 30, 23, 28, 32, 50, 0]], [[0, 33, 8, 40, 24, 19, 16, 27, 34, 7, 25, 14, 10, 46, 18, 38, 47, 9, 43, 23, 32, 50, 0]], [[0, 33, 41, 23, 30, 17, 29, 2, 15, 3, 18, 38, 22, 12, 48, 42, 20, 13, 49, 4, 44, 32, 50, 0]], [[0, 33, 8, 40, 24, 19, 21, 27, 34, 7, 25, 10, 6, 46, 15, 11, 9, 28, 50, 0]], []];46621
abs5n50,dat;49;5;1;1530;30;3600,02;19458,125;21,56%;449;5988,13;[[3,98], [3,89], [3,81], [3,91], [0]];76,48%;1,61;[[[0, 32, 44, 31, 4, 13, 20, 48, 12, 36, 5, 6, 10, 38, 15, 29, 2, 16, 17, 30, 23, 28, 50, 0]], [[0, 33, 8, 40, 24, 19, 27, 34, 7, 25, 14, 10, 46, 18, 38, 47, 9, 35, 43, 23, 32, 50, 0]], [[0, 33, 41, 30, 17, 11, 29, 15, 3, 38, 22, 42, 20, 13, 49, 4, 31, 44, 26, 32, 50, 0]], [[0, 33, 8, 40, 24, 27, 34, 7, 25, 10, 6, 46, 18, 15, 2, 16, 21, 19, 23, 28, 50, 0]], []];54435
abs5n50,dat;49;5;1;1530;10;3600,02;10417,779;14,99%;470;5717,78;[[3,98], [3,9], [3,98], [3,91], [0]];77,02%;1,51;[[[0, 8, 40, 24, 19, 16, 27, 34, 7, 25, 14, 10, 5, 38, 15, 29, 17, 43, 35, 28, 50, 0]], [[0, 33, 41, 23, 30, 17, 9, 47, 38, 18, 46, 36, 12, 48, 42, 20, 13, 49, 4, 31, 44, 32, 50, 0]], [[0, 33, 8, 40, 24, 19, 21, 16, 27, 34, 7, 10, 6, 5, 3, 15, 2, 29, 11, 47, 9, 35, 50, 0]], [[0, 33, 23, 30, 17, 38, 18, 46, 36, 20, 13, 4, 44, 32, 50, 0]], []];46616
abs5n50,dat;49;5;2;765;50;3600,03;12825,459;38,17%;64;9625,46;[[3,77, 0], [3,97, 3,85], [3,98, 3,84], [0, 3,98], [0, 0]];65,09%;2,02;[[[0, 45, 32, 31, 9, 47, 22, 38, 15, 7, 34, 27, 16, 2, 29, 17, 30, 43, 23, 50, 0]], [[0, 8, 40, 1, 24, 19, 16, 2, 25, 14, 39, 5, 6, 10, 46, 15, 29, 23, 50, 0], [0, 33, 32, 44, 31, 4, 49, 13, 20, 42, 48, 12, 36, 22, 38, 18, 3, 11, 35, 9, 47, 37, 50, 0]], [[0, 45, 26, 44, 13, 20, 36, 38, 18, 47, 34, 27, 21, 19, 30, 17, 50, 0], [0, 41, 32, 28, 43, 9, 46, 6, 5, 15, 7, 8, 40, 33, 50, 0]], [[0, 33, 24, 27, 34, 25, 14, 10, 46, 15, 29, 11, 17, 30, 47, 4, 50, 0]], []];14856
abs5n50,dat;49;5;2;765;30;3600,09;40077,126;81,75%;971;10947,13;[[3,75, 3,53], [3,81, 3,96], [0, 3,98], [3,93, 2,48], [0, 0]];61,78%;1,73;[[[0, 40, 1, 24, 34, 7, 18, 38, 42, 20, 13, 4, 44, 28, 32, 50, 0], [0, 30, 35, 9, 23, 29, 15, 46, 10, 39, 36, 12, 48, 22, 50, 0]], [[0, 45, 41, 8, 21, 16, 7, 2, 11, 29, 42, 20, 31, 44, 32, 50, 0], [0, 33, 19, 3, 15, 10, 6, 5, 36, 13, 49, 9, 43, 30, 17, 23, 28, 37, 50, 0]], [[0, 33, 2, 14, 35, 23, 41, 32, 26, 44, 31, 4, 50, 0]], [[0, 33, 8, 19, 23, 17, 29, 15, 10, 5, 39, 20, 13, 49, 50, 0], [0, 36, 48, 32, 50, 0]], []];11027
abs5n50,dat;49;5;2;765;10;3600,04;13573,145;52,62%;372;9853,15;[[3,52, 3,49], [3,93, 3,57], [0, 3,61], [2,81, 3,23], [0, 0]];62,71%;2;[[[0, 33, 1, 24, 8, 29, 15, 46, 18, 38, 13, 31, 44, 4, 37, 50, 0], [0, 23, 21, 16, 7, 25, 10, 6, 5, 36, 12, 48, 42, 20, 47, 50, 0]], [[0, 26, 44, 31, 4, 49, 13, 20, 42, 46, 10, 14, 25, 29, 11, 47, 43, 28, 50, 0], [0, 33, 45, 32, 41, 23, 19, 40, 24, 27, 34, 30, 17, 9, 35, 50, 0]], [[0, 33, 8, 19, 21, 16, 2, 29, 15, 10, 46, 3, 18, 38, 22, 9, 47, 17, 30, 23, 32, 50, 0]], [[0, 33, 40, 8, 19, 21, 2, 27, 34, 24, 41, 50, 0], [0, 45, 37, 12, 48, 42, 20, 13, 4, 44, 50, 0]], []];12084
